Beta,Mu,Initial_Ratio,MC_Rho,MMCA_Rho
0.98,0.3,0.2,0.7693725,
1.0,0.3,0.2,0.7691125,
0.0,0.5,0.2,0.0,6.146790337023234e-05
0.02,0.5,0.2,0.0,0.0007399119981731855
0.04,0.5,0.2,0.2807925,0.37587055864925106
0.06,0.5,0.2,0.46317499999999995,0.5830050790508442
0.08,0.5,0.2,0.5374175,0.6869817383035262
0.1,0.5,0.2,0.5838,
0.12,0.5,0.2,0.6098349999999999,
0.14,0.5,0.2,0.6265175000000001,
0.16,0.5,0.2,0.6388275,
0.18,0.5,0.2,0.647025,
0.2,0.5,0.2,0.65351,
0.22,0.5,0.2,0.65557,
0.24,0.5,0.2,0.6596199999999999,
0.26,0.5,0.2,0.6606825000000001,
0.28,0.5,0.2,0.6635300000000001,
0.3,0.5,0.2,0.6643425,
0.32,0.5,0.2,0.6643625,
0.34,0.5,0.2,0.6652175,
0.36,0.5,0.2,0.6660650000000001,
0.38,0.5,0.2,0.6655875,
0.4,0.5,0.2,0.6668100000000001,
0.42,0.5,0.2,0.666375,
0.44,0.5,0.2,0.6665825000000001,
0.46,0.5,0.2,0.6663800000000001,
0.48,0.5,0.2,0.6661750000000001,
0.5,0.5,0.2,0.6665224999999999,
0.52,0.5,0.2,0.6668325,
0.54,0.5,0.2,0.666725,
0.56,0.5,0.2,0.6669475,
0.58,0.5,0.2,0.666695,
0.6,0.5,0.2,0.6663924999999999,
0.62,0.5,0.2,0.6667375,
0.64,0.5,0.2,0.6662625,
0.66,0.5,0.2,0.6662699999999999,
0.68,0.5,0.2,0.6670824999999999,
0.7000000000000001,0.5,0.2,0.6658750000000001,
0.72,0.5,0.2,0.6674775,
0.74,0.5,0.2,0.6668475,
0.76,0.5,0.2,0.6663675000000001,
0.78,0.5,0.2,0.6663250000000001,
0.8,0.5,0.2,0.6661575,
0.8200000000000001,0.5,0.2,0.6671975,
0.84,0.5,0.2,0.6667400000000001,
0.86,0.5,0.2,0.6666599999999999,
0.88,0.5,0.2,0.666825,
0.9,0.5,0.2,0.6664224999999999,
0.92,0.5,0.2,0.66585,
0.9400000000000001,0.5,0.2,0.666065,
0.96,0.5,0.2,0.6662874999999999,
